AKM 219E|Akışkanlar Mekaniği|İngilizce|3|5.5|MAT 104 MIN DDveya MAT 104E MIN DD|Yok|Dersin tanımı henüz Bölüm Başkanlığı tarafından girilmemiştir.
AKM 219|Akışkanlar Mekaniği|Türkçe|3|5.5|MAT 104 MIN DDveya MAT 104E MIN DD|Yok|Dersin tanımı henüz Bölüm Başkanlığı tarafından girilmemiştir.
ALM 101|Almanca I|Almanca (German)|3|4|Yok|Yok|Temel Almanca dilbilgisini ve kelime bilgisini (Wortschatz) öğretme ve Avrupa Konseyi Ortak Dil Kriterleri çerçevesinde düzenlenen Goethe sertifika sınavlarının A1 düzeyine hazırlık çalışmalarını içerir. Öğrencileri, -kendilerini basit cümlelerle tanıtabilir, hobilerinden ve tercihlerinden bahsedebilir, -günlük hayatta kendini ifade edebilir, ülke isimlerini, şehirleri, ünlü yerleri ve o ülkelerde konuşulan dilleri tanıyabilir, -temel alışveriş terimlerini kullanabilir, düzeye getirmek.
ALM 102|Almanca II|Almanca (German)|3|4|Yok|Yok|Temel ve orta Almanca dilbilgisi ve kelime bilgisini öğretme ve Avrupa Konseyi Ortak Dil Kriterleri çerçevesinde düzenlenen Goethe sertifika sınavlarının A1 düzeyine tamamlayıcı hazırlık çalışmalarının ikinci düzeyini içerir. ALM 101 dersinin devamı niteliğindedir.
ALM 201|Almanca III|Almanca (German)|3|4|Yok|Yok|Başlangıç seviyede Almanca dilbilgisini ve kelime bilgisini öğretme ve Avrupa Konseyi Ortak Dil Kriterleri çerçevesinde düzenlenen sertifika sınavlarının A2 düzeyine hazırlık çalışmalarını içerir.
ALM 202|Almanca IV|Almanca (German)|3|4|Yok|Yok|Bu ders öğrencilere A2 seviyesindeki kelimeleri ve gramerlerini öğretmeyi amaçlamaktadır. Öğrenciler edilgen çatı gibi daha karmaşık yapıları öğrenebilecek ve kullanabilecekler ve önemli günlük durumlarda kendilerini ifade etmeyi öğrenecekler.
ALM 301|Almanca V|Almanca (German)|3|4|Yok|Yok|Bu ders, öğrencilerin standart dili kullanırken iş, okul, aile ile ilgili konularda kendilerini ifade edebilmesini öğretme amaçlı hedefliyor; kendilerini tanıdık konularda ve ilgi duyulan alanlarda kolayca ve tutarlı bir şekilde ifade etmek; deneyimlerini ve olayları ifade etmek, hayalleri, umutları ve hedefleri tanımlamak ve planlar ve görüşler için kısa sebepler veya açıklamalar yapmak.
ALM 302|Almanca VI|Almanca (German)|3|4|Yok|Yok|Orta seviyede Almanca dilbilgisini ve kelime bilgisini öğretme ve Avrupa Konseyi Ortak Dil Kriteleri çerçevesinde düzenlenen sertifika sınavlarının B1 düzeyine hazırlık çalışmalarını içerir
ALM 401|Almanca VII|Almanca (German)|3|4|Yok|Yok|Ana dili Almanca olanlarla rahat ve akıcı bir şekilde uzun konuşmalar yababilmek. Karmaşık metinleri ve tartişmaları anlayabilmek, soyut konularda görüş bildirebilmek, kendi anlaşılır ve ayrıntılı biçimde ifade edebilmek
ARB 101|Arapça I|Türkçe|3|4|Yok|Yok|Dersin tanımı henüz Bölüm Başkanlığı tarafından girilmemiştir.
ARB 102|Arapça II|Türkçe|3|4|Yok|Yok|Dersin tanımı henüz Bölüm Başkanlığı tarafından girilmemiştir.
ARC 106E|Yapı Mekaniği|İngilizce|3|7|Yok|Yok|Dersin tanımı henüz Bölüm Başkanlığı tarafından girilmemiştir.
ARC 120E|Mimaride Hesaplamalı Tasarım Araçları ve Yöntemlerine Giriş|İngilizce|2|5|Yok|Yok|Dersin tanımı henüz Bölüm Başkanlığı tarafından girilmemiştir.
ARC 203E|Mimarlıkta Yapı ve Yapım|İngilizce|3.5|5|Yok|Yok|Dersin tanımı henüz Bölüm Başkanlığı tarafından girilmemiştir.
ARC 204E|Mimarlıkta Yapı Elemanları Tasarımı|İngilizce|4|6|MIM 203 MIN DDveya MIM 203E MIN DDveya ARC 203E MIN DDveya MIM 261 MIN DDveya MIM 261E MIN DDveya MIM 231 MIN DDveya MIM 231E MIN DDveya ARC 231E MIN DDveya MIM 263 MIN DDveya MIM 263E MIN DDveya ICM 231 MIN DDveya ICM 231E MIN DD|Yok|Dersin tanımı henüz Bölüm Başkanlığı tarafından girilmemiştir.
ARC 208E|Yapısal Analiz ve Tasarım I|İngilizce|3|5.5|MIM 106 MIN DDveya MIM 106E MIN DDveya ARC 106E MIN DD|Yok|Dersin tanımı henüz Bölüm Başkanlığı tarafından girilmemiştir.
ARC 209E|Mimarlık Tarihi I|İngilizce|3|4|Yok|Yok|Dersin tanımı henüz Bölüm Başkanlığı tarafından girilmemiştir.
ARC 210E|Mimarlık Tarihi II|İngilizce|3|4|MIM 122 MIN DDveya MIM 122E MIN DDveya MIM 209 MIN DDveya MIM 209E MIN DDveya ARC 209E MIN DD|Yok|Dersin tanımı henüz Bölüm Başkanlığı tarafından girilmemiştir.
ARC 211E|Mimari Proje III|İngilizce|5|8|MIM 112 MIN DDveya MIM 112E MIN DDveya MIM 116 MIN DDveya MIM 116E MIN DDveya TES 121 MIN DDveya TES 121E MIN DD|Yok|Dersin tanımı henüz Bölüm Başkanlığı tarafından girilmemiştir.
ARC 212E|Mimari Proje IV|İngilizce|5|8|MIM 211 MIN DDveya MIM 211E MIN DDveya TES 211E MIN DDveya ARC 211E MIN DD|Yok|Dersin tanımı henüz Bölüm Başkanlığı tarafından girilmemiştir.
ARC 213E|Yapısal Analiz ve Tasarım II|İngilizce|3|5|MIM 152 MIN DDveya MIM 152E MIN DDveya MIM 103 MIN DDveya MIM 103E MIN DDveya MIM 126 MIN DDveya MIM 126E MIN DDveya MIM 208 MIN DDveya MIM 208E MIN DDveya ARC 208E MIN DD|Yok|Dersin tanımı henüz Bölüm Başkanlığı tarafından girilmemiştir.
ARC 231E|Yapı Malzemesi|İngilizce|3|6|Yok|Yok|Dersin tanımı henüz Bölüm Başkanlığı tarafından girilmemiştir.
ARC 246E|Çevre Kontrolü Stüdyosu|İngilizce|5|6|Yok|Yok|Dersin tanımı henüz Bölüm Başkanlığı tarafından girilmemiştir.
ARC 301E||İngilizce|3|4|Yok|Yok|Dersin tanımı henüz Bölüm Başkanlığı tarafından girilmemiştir.
ARC 304E|Mimarlık Tarihi III|İngilizce|3|4|MIM 209 MIN DDveya MIM 209E MIN DDveya ICM 126 MIN DDveya ICM 126E MIN DDveya PEM 124 MIN DDveya PEM 124E MIN DDveya SBP 232 MIN DDveya SBP 232E MIN DDveya ARC 209E MIN DD|Yok|Dersin tanımı henüz Bölüm Başkanlığı tarafından girilmemiştir.
ARC 306E|Şehircilik ve İmar Hukuku|İngilizce|2.5|4|Yok|Yok|Dersin tanımı henüz Bölüm Başkanlığı tarafından girilmemiştir.
ARC 312E|Mimari Proje VI|İngilizce|5|10|MIM 311 MIN DDveya MIM 311E MIN DDveya MIM 351 MIN DDveya MIM 351E MIN DDveya ARC 351E MIN DD|Yok|Dersin tanımı henüz Bölüm Başkanlığı tarafından girilmemiştir.
ARC 322E|Tarihi Çevre Koruma ve Restorasyon|İngilizce|2|4|MIM 222 MIN DDveya MIM 222E MIN DDveya MIM 210 MIN DDveya MIM 210E MIN DDveya ARC 210E MIN DD|Yok|Dersin tanımı henüz Bölüm Başkanlığı tarafından girilmemiştir.
ARC 333E|Yapım Sistemleri|İngilizce|2|3|ARC 212E MIN DD|Yok|Dersin tanımı henüz Bölüm Başkanlığı tarafından girilmemiştir.
ARC 351E|Mimari Proje V|İngilizce|5|10|(MIM 212 MIN DDveya MIM 212E MIN DDveya ARC 212E MIN DD)ve (TES 113 MIN DDveya TES 113E MIN DDveya MIM 117 MIN DDveya MIM 117E MIN DDveya MIM 121 MIN DDveya MIM 121E MIN DD)ve (TES 122 MIN DDveya TES 122E MIN DDveya MIM 142 MIN DDveya MIM 142E MIN DD)|Yok|Dersin tanımı henüz Bölüm Başkanlığı tarafından girilmemiştir.
ARC 359E|Yapım Yönetimi ve Ekonomisi|İngilizce|4|6|Yok|Yok|Dersin tanımı henüz Bölüm Başkanlığı tarafından girilmemiştir.
ARC 361E|Rölöve ve Restorasyon Stüdyosu|İngilizce|3|5|(MIM 322 MIN DDveya MIM 322E MIN DDveya ARC 322E MIN DD)ve (MIM 204 MIN DDveya MIM 204E MIN DDveya MIM 244 MIN DDveya MIM 244E MIN DDveya ARC 204E MIN DD)|Yok|Dersin tanımı henüz Bölüm Başkanlığı tarafından girilmemiştir.
ARC 401E||İngilizce|3|4|Yok|Yok|Dersin tanımı henüz Bölüm Başkanlığı tarafından girilmemiştir.
ARC 411E|Mimari Proje VII|İngilizce|5|10|MIM 312 MIN DDveya MIM 312E MIN DDveya ARC 312E MIN DD|Yok|Dersin tanımı henüz Bölüm Başkanlığı tarafından girilmemiştir.
ARC 484E|Uygulama Projesi|İngilizce|5|12|(MIM 232 MIN DDveya MIM 232E MIN DDveya MIM 213 MIN DDveya MIM 213E MIN DDveya MIM 234 MIN DDveya MIM 234E MIN DDveya ARC 213E MIN DD)ve (MIM 242 MIN DDveya MIM 242E MIN DDveya MIM 246 MIN DDveya MIM 246E MIN DDveya ARC 246E MIN DD)ve (MIM 204 MIN DDveya MIM 204E MIN DDveya MIM 244 MIN DDveya MIM 244E MIN DDveya ARC 204E MIN DD)|Yok|Dersin tanımı henüz Bölüm Başkanlığı tarafından girilmemiştir.
ARC 4902E|Diploma Project|İngilizce|5|18|(MIM 321 MIN DDveya MIM 321E MIN DDveya MIM 304 MIN DDveya MIM 304E MIN DDveya ARC 304E MIN DD)ve (MIM 333 MIN DDveya MIM 333E MIN DDveya MIM 331 MIN DDveya MIM 331E MIN DDveya ARC 333E MIN DD)ve (MIM 343 MIN DDveya MIM 343E MIN DDveya MIM 341 MIN DDveya MIM 341E MIN DDveya MIM 306 MIN DDveya MIM 306E MIN DDveya ARC 306E MIN DD)ve (MIM 359 MIN DDveya MIM 359E MIN DDveya MIM 332 MIN DDveya MIM 332E MIN DDveya ARC 359E MIN DD)ve (MIM 361 MIN DDveya MIM 361E MIN DDveya MIM 421 MIN DDveya MIM 421E MIN DDveya ARC 361E MIN DD)ve (MIM 411 MIN DDveya MIM 411E MIN DDveya ARC 411E MIN DD)ve (MIM 484 MIN DDveya MIM 484E MIN DDveya MIM 431 MIN DDveya MIM 431E MIN DDveya ARC 484E MIN DD)|4.Sınıf |Dersin tanımı henüz Bölüm Başkanlığı tarafından girilmemiştir.
ATA 101|Atatürk İlkeleri ve İnkilap Tarihi I|Türkçe|2|2|Yok|Yok|Dersin tanımı henüz Bölüm Başkanlığı tarafından girilmemiştir.
ATA 102|Atatürk İlkeleri ve İnkilap Tarihi II|Türkçe|2|2|Yok|Yok|Dersin tanımı henüz Bölüm Başkanlığı tarafından girilmemiştir.
ATA 103|Atatürk İlkeleri ve İnkılap Tarihi|Türkçe|4|4|Yok|Yok|Dersin tanımı henüz Bölüm Başkanlığı tarafından girilmemiştir.
ATA 121E|Atatürk İlk &amp; İnkılap Trh I|İngilizce|0|2|Yok|Yok|Dersin tanımı henüz Bölüm Başkanlığı tarafından girilmemiştir.
ATA 121|Atatürk İlkeleri ve İnkilap Tarihi I|Türkçe|0|2|Yok|Yok|Atatürk İlkeleri ve İnkılap Tarihi IDersin Amacı1.Üniversite öğrencilerine Türkiye’nin yakın tarihini öğretmek.2.Türk İnkılabı/Devrimi, Atatürkçülük ve Atatürk İlkeleri hakkında öğrencileri bilgilendirmek.3.Üniversite öğrencileri tarafından Türkiye’nin çağdaşlaşma ve çağdaşlaşmanın taşıyıcısı olma hedef ve misyonunun benimsenmesini sağlamak.Dersin İçeriğiİnkılap/Devrim kavramı, Türk İnkılabına yol açan etkenler ve Osmanlı İmparatorluğu’nun çöküş sebepleri, Osmanlı İmparatorluğu’nu kurtarma çabaları, Fikir Akımları, I. Dünya Savaşı, Mustafa Kemal’in Anadolu’ya geçişi ve Kongreler, Türkiye Büyük Millet Meclisi’nin açılışı, Kurtuluş Savaşı, Dış politika, Mudanya Ateşkesi, Lozan Konferansı
ATA 122E|Atatürk İlkeleri ve İnkilap Tarihi II|İngilizce|0|2|Yok|Yok|Dersin tanımı henüz Bölüm Başkanlığı tarafından girilmemiştir.
ATA 122|Atatürk İlkeleri ve İnkilap Tarihi II|Türkçe|0|2|Yok|Yok|Dersin Amacı1. Yirminci yüzyılın uluslararası gelişmeleri bağlamında üniversite öğrencilerine Türkiye’nin yakın tarihini öğretmek2. Türk İnkılabı Atatürkçülük ve Atatürk İlkeleri hakkında öğrencileri bilgilendirmek3.Üniversite öğrencileri tarafından Türk İnkılabının çağdaşlaşma ve çağdaşlaşmanın taşıyıcısı olma hedefve misyonunun benimsenmesini sağlamakDersin İçeriğiCumhuriyetin ilanı ve siyasal sosyal kültürel inkılaplar ekonomik atılımlarLozan Barış Antlaşmasının çözüme ulaştıramadığı sorunlar ve bunların sonuçlandırılması Yeni düzene karşı hareketlerÇok partili hayat denemeleri ve sonuçları Atatürk dönemi Türk Dış Polikasıİnönü dönemi ve İkinci Dünya Savaşı yılları Türkiyenin çok partili hayata geçişi Demokrat Parti dönemi ve sonrası Atatürkçülük ve Atatürk İlkeleri
ATA 301|Türk Tarihi I-II|Türkçe|4||Yok|Yok|Dersin tanımı henüz Bölüm Başkanlığı tarafından girilmemiştir.
BBF 101E|Bilişim Sistemlerine Giriş|İngilizce|2|5|Yok|Yok|Dersin tanımı henüz Bölüm Başkanlığı tarafından girilmemiştir.
BBF 102E|Lineer Cebir ve Uygulamaları|İngilizce|3|4|Yok|Yok|Dersin tanımı henüz Bölüm Başkanlığı tarafından girilmemiştir.
BBF 103E|Ayrık Matematik|İngilizce|3|5|Yok|Yok|Dersin tanımı henüz Bölüm Başkanlığı tarafından girilmemiştir.
BEB 101|Temel Yüzme Becerisi Öğrenimi|Türkçe|0|1|Yok|Yok|Dersin tanımı henüz Bölüm Başkanlığı tarafından girilmemiştir.
BEB 102|Yüzme Teknikleri Becerisi Öğrenimi|Türkçe|0|1|Yok|Yok|Dersin tanımı henüz Bölüm Başkanlığı tarafından girilmemiştir.
BEB 103|Voleybolda Temel Eğitim ve Beceri Kazanma|Türkçe|0|1|Yok|Yok|Dersin tanımı henüz Bölüm Başkanlığı tarafından girilmemiştir.
BEB 104|Tenis Teknik ve Taktik Eğitimi|Türkçe|0|1|Yok|Yok|Dersin tanımı henüz Bölüm Başkanlığı tarafından girilmemiştir.
BEB 105|Futbol ve Temel Hareket Öğretimi|Türkçe|0|1|Yok|Yok|Dersin tanımı henüz Bölüm Başkanlığı tarafından girilmemiştir.
BEB 106|Basketbol Temel Teknik Eğitimi|Türkçe|0|1|Yok|Yok|Dersin tanımı henüz Bölüm Başkanlığı tarafından girilmemiştir.
BEB 107|Spor ve Medya|Türkçe|0||Yok|Yok|Dersin tanımı henüz Bölüm Başkanlığı tarafından girilmemiştir.
BEB 108|Spor Sosyolojisi|Türkçe|0||Yok|Yok|Dersin tanımı henüz Bölüm Başkanlığı tarafından girilmemiştir.
BEB 109|Egzersiz ve Zihinsel Sağlık|Türkçe|0||Yok|Yok|Dersin tanımı henüz Bölüm Başkanlığı tarafından girilmemiştir.
BEB 110|Hentbol Temel Beceri Eğitimi|Türkçe|0||Yok|Yok|Dersin tanımı henüz Bölüm Başkanlığı tarafından girilmemiştir.
BEB 111|Masa Tenisi Temel Beceri Eğitimi|Türkçe|0|1|Yok|Yok|Dersin tanımı henüz Bölüm Başkanlığı tarafından girilmemiştir.
BEB 112|Okçuluk Temel Beceri Eğitimi|Türkçe|0||Yok|Yok|Dersin tanımı henüz Bölüm Başkanlığı tarafından girilmemiştir.
BEB 113|Temel Yoga Becerileri Eğitimi|Türkçe|0||Yok|Yok|Dersin tanımı henüz Bölüm Başkanlığı tarafından girilmemiştir.
BEB 114|Futsal Temel Beceri Eğitim|Türkçe|0|1|Yok|Yok|Dersin tanımı henüz Bölüm Başkanlığı tarafından girilmemiştir.
BEB 115|Atletizm Temel Eğitimi|Türkçe|0|1|Yok|Yok|Dersin tanımı henüz Bölüm Başkanlığı tarafından girilmemiştir.
BEB 116|Badminton Temel Beceri Eğitimi|Türkçe|0|1|Yok|Yok|Dersin tanımı henüz Bölüm Başkanlığı tarafından girilmemiştir.
BEB 117|Eskrim Temel Beceri Eğitimi|Türkçe|0|1|Yok|Yok|Dersin tanımı henüz Bölüm Başkanlığı tarafından girilmemiştir.
BEB 118|Genel Kondisyon ve Vücut Geliştirme|Türkçe|0|1|Yok|Yok|Dersin tanımı henüz Bölüm Başkanlığı tarafından girilmemiştir.
BEB 119|Golf Temel Beceri Eğitimi|Türkçe|0||Yok|Yok|Dersin tanımı henüz Bölüm Başkanlığı tarafından girilmemiştir.
BEB 120|Spor ve Temel Bilimler|Türkçe|3|4|Yok|Yok|Dersin tanımı henüz Bölüm Başkanlığı tarafından girilmemiştir.
BEB 121|Spor ve Teknoloji|Türkçe|3|4|Yok|Yok|Dersin tanımı henüz Bölüm Başkanlığı tarafından girilmemiştir.
BEB 122|Fiziksel Aktivite ve Egzersiz|Türkçe|0|1|Yok|Yok|Dersin tanımı henüz Bölüm Başkanlığı tarafından girilmemiştir.
BED 102E|Beden Yeterliliği|İngilizce|0|1|Yok|Yok|Dersin tanımı henüz Bölüm Başkanlığı tarafından girilmemiştir.
BED 102|Beden Yeterliliği|Türkçe|0|1|Yok|Yok|Dersin tanımı henüz Bölüm Başkanlığı tarafından girilmemiştir.
BED 201E|Beden Yeterliliği|İngilizce|1|1|Yok|Yok|Dersin tanımı henüz Bölüm Başkanlığı tarafından girilmemiştir.
BED 201|Beden Yeterliliği|Türkçe|1|1|Yok|Yok|Dersin tanımı henüz Bölüm Başkanlığı tarafından girilmemiştir.
BEN 102|Mikrobiyoloji|İngilizce|3||Yok|Yok|Mikrobiyolojiye giriş, mikroorganizmaların sınıflandırılması; kimyasal prensipler önemli biyolojik moleküller; prokaryotik ve ökaryotik hücreler ve yapıları; mikrobiyal metabolizma; mikrobiyal gelişme ve gelişmenin kontrolü; mikrobiyal genetik ve uygulamaları; mikrobiyal çeşitlilik – Prokaryotlar- Bakteri ve arke; Ökaryotlar- fungi, alg, protozoa; virüsler; insan sağlığı ve endüstriyel açıdan önemli mikroorganizmalar konularını kapsar.Temel mikrobiyolojik analizler; örneklerde mikroorganizma sayısı ve tipinin belirlenmesi ve mikroorganizmaların mikroskobik, biyokimyasal özelliklerinin belirlenmesi ve antimikrobiyal aktivite belirlenmesi ile ilgili laboratuar uygulamalarını kapsar.
BEN 107|Mühendislilk Sanatı|İngilizce|3||Yok|Yok|Ders, biyomühendisliğin tasarım düzeyinde gerekli yaratıcı özünü sanat ve bilim felsefesi kuramları eşliğinde ve gerekli bilgi, beceri ve yeterlilik bağlamında irdeler. Bu çerçevede, felsefi ve tarihsel bağlamda sanat ve mühendislik ilişkisi, felsefi ve sanatsal açıdan doğal ve yapay yapıların incelenmesi, mühendislik tasarımında esin kaynağı olarak doğa çözümlemeleri, sanat ve tasarımda kuram kılgı bağıntısı, mühendisliğin disiplinlerarası doğası, tasarımda çok boyutluluk ve bütünlük öncelikle ele alınacaktır.
BEN 111|Biyomühendisliğe Giriş|İngilizce|2||Yok|Yok|Mühendislik ilke ve tekniklerinin tıp be biyoloji bilimlerindeki sorunları çözmede yardım etmesi için nasıl uygulandığına genel bir bakış. Hücresel ve moleküler tedaviler, hastalıkların teşhis ve tedavisinde kullanılan yeni tıbbi cihazlar, biyomekanik, gen mühendisliği, biyomalzeme ve doku mühendisliği konularının tanıtımı. Derste verilen kaynakları kullanarak biyomühendislikte yeni fikirlerin üretildiği, tartışıldığı vr sunulduğu bir projenin öğrenciler tarafından hazırlanması.
BEN 311|Ekolojinin Temelleri|İngilizce|3||Yok|Yok|Dersin tanımı henüz Bölüm Başkanlığı tarafından girilmemiştir.
BEN 312|Enzimoloji|İngilizce|3|4.5|Yok|Yok|Enzimlerin biyolojisi ve kimyası; enzimlerin saflaştırılma yöntemleri; enzimlerle katalizlenen reaksiyonların kinetiği: hızlı denge ve sürekli hal kinetikleri, geri dönüşümlü ve geri dönüşümsüz inaktivasyon kinetikleri; enzimatik kataliz mekanizmaları; enzim aktivitesinin regülasyon mekanizmaları; allosterik enzimler; enzimlerin endüstriyel kullanımı ve enzim immobilizasyon yöntemleri; enzim stabilizasyon yöntemleri.
BEN 321||İngilizce|3||Yok|Yok|Kimyasal reaksiyon mühendisliğinin temelleri: Kütle denklikleri, stokiometri ve kinetik. İdeal akış, kesikli, yarı kesikli ve membran reaktörlerin tasarımı. Reaksiyon hız verilerinin toplanması ve analizi. Çoklu reaksiyonlar. Enzimatik reaksiyonlar ve biyoreaktörler.
BEN 322|Biyomühendislikte Deneysel Tasarım ve Modelleme|İngilizce|3||Yok|Yok|Model Tipleri ve Terminolojisi, Veri Toplama ve İstatiksel Analiz, Model Oluşturma, Denge Durumu ve Dinamik Simülasyon, Model Kalibrasyonu, Parametre Tahmini, Model Verifikasyonu , Duyarlılık Analizi, Model Verifikasyonu, Deney Tasarımı, Biyolojik Model Uygulamaları.
BEN 323|Material Science|İngilizce|3||Yok|Yok|Mühendislik uygulamalarında karşılaşılan malzemelerin özellikleri ve bunların atomik, moleküler kristal yapıyla ilişkisi. Metaller, seramikler, polimer ve yarıiletken malzemeler. Faz dönüşümleri ve çok fazlı yapılar.
BEN 324|Bioengineering Lab. I|İngilizce|3||Yok|Yok|Taşınım olayları (Akışkanlar Mekaniği, Isı ve Kütle İletimi) ve farklı Biyolojik Tepkilemelerle ilgili deneylerin gerçekleştirilmesi.
BEN 326|Genetics|İngilizce|3||Yok|Yok|Mendel genetiğinin temel kavramları, kalıtımın kromozom teorisi, genlerin yapı ve fonksiyonları, gen ekspresyonu ve düzenlenmesi, kromozomal bozukluklar ve mutasyonlar, gelişim, kantitatif, davranış, popülasyon genetiği ve evrimsel genetiğin temel prensipleri.
BEN 331|Gıda Biyoteknolojisi|İngilizce|3||Yok|Yok|Dersin tanımı henüz Bölüm Başkanlığı tarafından girilmemiştir.
BEN 332|Çevre Biyoteknolojisi|İngilizce|3||Yok|Yok|Mikrobiyal prosesler, atıksu karakterizasyonu, çevre mikrobiyolojisi, stokiyometri, mikrobiyal kinetikler, geri devirli aktif çamur sistemleri, model uygulaması, havasız atıksu arıtma,zararlı kimyasalların detoksifikasyonu, biyoremediasyon.
BEN 335|Biyosensörler|İngilizce|3||Yok|Yok|BioMEMS genel bakış, Silisyum MikroÜretim Metodları, Soft Üretim metodları &amp; Polimerler, Mikroakışkan Sistemlerin Tasarımı, Sensör Çalışma Prensipleri ve Mikrosensörler, Mikro-tetikleyiciler ve İlaç Salınım Sistemlerinin Tasarımı, Algılama ve Ölçüm Sistemleri, Genomics ve DNA Mikro-diziler, Proteomics ve Protein Mikroarrayler, Paketleme, Güç, Data ve RF Güvenliği, Sentetik Organlar için BioMEMS Uygulamaları, BioMEMS Teknolojisinde Yeni Konular
BEN 337|Biyoyakıtlar ve Biyoenerji|İngilizce|3||Yok|Yok|Biyolojik esaslı enerji kaynakları ve biyoyakıtlar. Biyokimyasal reaksiyonlar yoluyla enerji üretimi dizaynı. Fotosentez yoluyla oluşan yenilenebilir enerji kaynakları. Enzimler yardımıyla biyoetanol üretilmesi. Düşük maliyetli biyodizel üretmek için kullanılabilecek hammaddeler. Biyodizel bileşenlerinin yakıt ve fiziksel özellikleri. Bitkisel yağlardan biyodizel üretimi ve motor performansı. İçten yanmalı motorlarda etanol ve metanolün yakıt olarak kullanılması. Biyolojik yolla hidrojen üretimi. Lipidlerin parçalanmasıyla biyoyakıtların ve kimyasalların üretimi. Mikrobiyal yakıt hücrelerinin dizaynı.
BEN 341|Biyomalzemeler|İngilizce|3||Yok|Yok|Malzeme bilimine giriş, yapı-özellik-işlem ilişkileri, malzemelerin sınıflandırılması, biyomalzemelere giriş ve biyoinert, biyoaktif malzeme tanımları, metalik, polimerik, seramik, doğal ve kompozit biyomalzemeler, biyoinert ve biyoaktif seramikler ve cam-seramikler, poroz ve yoğun hidroksiapatit, biyomalzemelerin karakterizasyonu.
BEN 342|Çevre Toksikolojisi|İngilizce|3||Yok|Yok|Dersin tanımı henüz Bölüm Başkanlığı tarafından girilmemiştir.
